name,rating,cuisines,address,cost_for_two,timings,link
Parmanand Sweets,4.6,", , View Gallery",,₹250 for two people (approx.),"Parmanand Sweets
4.6
207
Dining Ratings
4.0
6,462
Delivery Ratings
Mithai, Street Food, Fast Food, Bakery
Near Bus Stand, Kampoo Road, Lashkar, Gwalior
Closes in 58 minutes
8am – 10pm (Today)
₹250 for two
+917514053966
+1 more",https://www.zomato.com/gwalior/parmanand-sweets-lashkar/info
BA Patties Wala,-,", , ₹150 for two people (approx.)",,₹150 for two people (approx.),"BA Patties Wala
-
3
Dining Ratings
-
0
Delivery Ratings
Street Food
CP Colony, Morar, Gwalior
Closes in 58 minutes
5pm – 10pm (Today)
₹150 for two
+917024513281",https://www.zomato.com/gwalior/ba-patties-wala-1-morar/info
Momo Adda,3.9,", , View Gallery",,₹300 for two people (approx.),"Momo Adda
3.9
435
Dining Ratings
4.1
8,547
Delivery Ratings
Momos, Fast Food, Beverages, Chinese
MLB Road, Phoolbagh Chauraha, Lashkar, Gwalior
Closes in 1 hour 58 minutes
1pm – 11pm (Today)
₹300 for two
+919752955955
+1 more",https://www.zomato.com/gwalior/momo-adda-lashkar/info
SS Kachori Wala,4.2,", , View Gallery",,₹300 for two people (approx.),"SS Kachori Wala
4.2
258
Dining Ratings
4.2
6,775
Delivery Ratings
Street Food, Mithai
Lakkad Khana, Naya Bazaar, Gwalior
Closed
Opens tomorrow at 8am
₹300 for two
+919907200404",https://www.zomato.com/gwalior/ss-kachori-wala-naya-bazaar/info
Social Eatia,3.7,", , View Gallery",,"₹1,100 for two people (approx.)","Social Eatia
3.7
42
Dining Ratings
4.1
976
Delivery Ratings
North Indian, Chinese, Italian, Fast Food, Beverages, Healthy Food
13-C, Kailash Vihar, City Center, Gwalior
Closes in 1 hour 58 minutes
12noon – 11pm (Today)
₹1,100 for two
+919039211126",https://www.zomato.com/gwalior/social-eatia-city-center/info
Shriram Misthan Bhandar,3.6,", , View Gallery",,₹200 for two people (approx.),"Shriram Misthan Bhandar
3.6
42
Dining Ratings
-
0
Delivery Ratings
Mithai, Desserts, Street Food
Near Maharaja Complex Chauraha, Deen Dayal Nagar, Gwalior
Closes in 1 hour 28 minutes
8am – 10:30pm (Today)
₹200 for two
+918878875069",https://www.zomato.com/gwalior/shriram-misthan-bhandar-deen-dayal-nagar/info
Urban Dhaba,3.6,", , View Gallery",,₹600 for two people (approx.),"Urban Dhaba
3.6
10
Dining Ratings
3.8
664
Delivery Ratings
Cafe, Coffee, Tea, Continental, North Indian, Chinese, Fast Food, Beverages
909, Patel Nagar, City Center, Gwalior
Open now
12midnight – 4am, 6:30pm – 12midnight (Today)
₹600 for two
+917620748698",https://www.zomato.com/gwalior/urban-dhaba-1-city-center/info
MPT Tansen Residency,3.6,", , View Gallery",,₹700 for two people (approx.),"MPT Tansen Residency
3.6
4
Dining Ratings
-
0
Delivery Ratings
North Indian, Chinese, Seafood, Fast Food, Desserts, Beverages
6 A, Ghandhi Road, Birla Nagar, Gwalior
Closed
Opens tomorrow at 11am
₹700 for two
+919806954169
+1 more",https://www.zomato.com/gwalior/mpt-tansen-residency-birla-nagar/info
The Fortunaa Avenue,2.9,", , View Gallery",,₹500 for two people (approx.),"The Fortunaa Avenue
2.9
7
Dining Ratings
3.8
238
Delivery Ratings
North Indian, Fast Food
Patel Nagar, Near SP Office, City Center, Gwalior
Closes in 1 hour 58 minutes
11am – 11pm (Today)
₹500 for two
+917514050999
+1 more",https://www.zomato.com/gwalior/the-fortunaa-avenue-city-center/info
Subway,3.6,", , View Gallery",,₹400 for two people (approx.),"Subway
3.6
160
Dining Ratings
4.2
12.5K
Delivery Ratings
Healthy Food, Sandwich, Fast Food, Wraps, Salad, Beverages
33, The Empire, City Center, Gwalior
Closes in 1 hour 58 minutes
8:30am – 11pm (Today)
₹400 for two
+919111663332
+1 more",https://www.zomato.com/gwalior/subway-city-center/info
ROYAL INDIAN RESTAURANT,-,", , View Gallery",,₹350 for two people (approx.),"ROYAL INDIAN RESTAURANT
-
3
Dining Ratings
4.0
29
Delivery Ratings
North Indian, Chinese, Pizza, Fast Food, Street Food, Desserts, Beverages
Gate 1, Near Punjab National Bank, Deen Dayal Nagar, Gwalior
Closes in 1 hour 58 minutes
11am – 3pm, 3:15pm – 11pm (Today)
₹350 for two
+918319830752",https://www.zomato.com/gwalior/royal-indian-restaurant-deen-dayal-nagar/info
The Golden Village,4.4,", , View Gallery",,₹700 for two people (approx.),"The Golden Village
4.4
53
Dining Ratings
4.1
453
Delivery Ratings
North Indian, Chinese, Fast Food, Mughlai, Desserts, Beverages
Near Chandak Hospital, Lalitpur Colony, Lashkar, Gwalior
Closes in 1 hour 57 minutes
11am – 11pm (Today)
₹700 for two
+917247590858",https://www.zomato.com/gwalior/the-golden-village-lashkar/info
Hotel Narayanam,3.7,", , View Gallery",,₹700 for two people (approx.),"Hotel Narayanam
3.7
35
Dining Ratings
4.1
548
Delivery Ratings
North Indian, South Indian, Chinese, Mughlai, Fast Food, Desserts, Beverages, Sichuan
River View Colony, Near Kalpi Bridge, Morar, Gwalior
Closes in 1 hour 57 minutes
11am – 5pm, 7pm – 11pm (Today)
₹700 for two
+917514900633",https://www.zomato.com/gwalior/hotel-narayanam-morar/info
Baskin Robbins - Ice Cream Desserts,4.7,", , View Gallery",,₹500 for two people (approx.),"Baskin Robbins - Ice Cream Desserts
4.7
38
Dining Ratings
4.1
1,127
Delivery Ratings
Ice Cream, Desserts, Beverages
3rd Floor, DB Mall, Kampoo, Near Railway Station, City Center, Gwalior
Open now
11am – 2am (Today)
₹500 for two
+919987443095",https://www.zomato.com/gwalior/baskin-robbins-ice-cream-desserts-city-center/info
KFC,4.1,", , View Gallery",,₹450 for two people (approx.),"KFC
4.1
388
Dining Ratings
4.3
11.5K
Delivery Ratings
Burger, Fast Food, Rolls
Khasra 520, 521, 524 & 525, Third Floor, Unit T 14 15, DB Mall, Opposite Gwalior Railway Station, Race Course Road, Birla Nagar, Gwalior
Closes in 1 hour 57 minutes
10am – 11pm (Today)
₹450 for two
+916389062605",https://www.zomato.com/gwalior/kfc-birla-nagar/info
Alice In Gelatoland Shahi Durbar,4.0,", , View Gallery",,₹300 for two people (approx.),"Alice In Gelatoland Shahi Durbar
4.0
28
Dining Ratings
4.2
920
Delivery Ratings
Ice Cream, Desserts, Pancake, Waffle, Coffee, Shake
Ground Floor, Silver Estate Shopping Complex, Govindpuri, City Center, Gwalior
Open now
12midnight – 2am, 2pm – 12midnight (Today)
₹300 for two
+917389479614",https://www.zomato.com/gwalior/alice-in-gelatoland-shahi-durbar-city-center/info
The Central Park,4.0,", , View Gallery",,"₹1,000 for two people (approx.)","The Central Park
4.0
17
Dining Ratings
4.2
882
Delivery Ratings
Chinese, North Indian, Mughlai, Continental, Salad, Desserts, Beverages
Near Vishal Mega Mart, Madhav Rao Scindia Marg, City Center, Gwalior
Closes in 57 minutes
11am – 10pm (Today)
₹1,000 for two
+917773004399
+1 more",https://www.zomato.com/gwalior/the-central-park-city-center/info
Captain's Cafe,3.2,", , View Gallery",,₹600 for two people (approx.),"Captain's Cafe
3.2
112
Dining Ratings
-
0
Delivery Ratings
Coffee, Cafe, Italian, North Indian, Chinese, Fast Food, Desserts, Beverages
Near G.S.T Bhavan, Garden Palace, City Center, Gwalior
Closes in 57 minutes
10am – 10pm (Today)
₹600 for two
+919981199222",https://www.zomato.com/gwalior/captains-cafe-city-center/info
Pizza Fuel Cafe - Bada Lashkar,3.9,", , View Gallery",,₹300 for two people (approx.),"Pizza Fuel Cafe - Bada Lashkar
3.9
373
Dining Ratings
4.2
13.8K
Delivery Ratings
Pizza, Fast Food, Burger
Near Gorkhi Government School, Maharaj Bada Road, Naya Bazaar, Gwalior
Closes in 1 hour 57 minutes
11am – 11pm (Today)
₹300 for two
+919806989626
+1 more",https://www.zomato.com/gwalior/pizza-fuel-cafe-bada-lashkar-naya-bazaar/info
Bansiwala,4.0,", , View Gallery",,₹300 for two people (approx.),"Bansiwala
4.0
241
Dining Ratings
3.9
22.3K
Delivery Ratings
North Indian, Desserts
Shop 02, Near Station Bazariya, City Center, Gwalior
Open now
10am – 11:30pm (Today)
₹300 for two
+918959127892",https://www.zomato.com/gwalior/bansiwala-city-center/info
Domino's Pizza,4.0,", , View Gallery",,₹400 for two people (approx.),"Domino's Pizza
4.0
1,555
Dining Ratings
3.9
11.9K
Delivery Ratings
Pizza, Italian, Pasta, Fast Food, Desserts
Shop G-8, Ground Floor, Dindayal City Mall, Maharani Laxmibai Marg, Lashkar, Gwalior
Open now
11am – 3am (Today)
₹400 for two
+917512990631",https://www.zomato.com/gwalior/dominos-pizza-lashkar/info
Victorian Vantage,4.5,", , View Gallery",,₹800 for two people (approx.),"Victorian Vantage
4.5
123
Dining Ratings
3.9
597
Delivery Ratings
North Indian, Biryani, Italian, Continental, Chinese, Mughlai, Desserts, Pizza
Near IDBI Bank, SDM Road, Lashkar, Gwalior
Open now
1pm – 11:30pm (Today)
₹800 for two
+918449042856
+2 more",https://www.zomato.com/gwalior/victorian-vantage-lashkar/info
The Noodles Co.,3.4,", , View Gallery",,"₹1,200 for two people (approx.)","The Noodles Co.
3.4
16
Dining Ratings
4.1
1,359
Delivery Ratings
Chinese, Thai, Healthy Food, Momos, Fast Food, Shake, Beverages
6, Neo Meridian, City Road, Gulmohar City, Gwalior
Closes in 1 hour 57 minutes
1pm – 11pm (Today)
₹1,200 for two
+919826037231",https://www.zomato.com/gwalior/the-noodles-co-gulmohar-city/info
Sweet Sins Shakes & Desserts,4.3,", , View Gallery",,₹400 for two people (approx.),"Sweet Sins Shakes & Desserts
4.3
35
Dining Ratings
3.9
953
Delivery Ratings
Beverages, Street Food, Fast Food, Waffle, North Indian
98 B, Second Floor, Ajnam Sai Kripa, Patel Nagar, City Center, Gwalior
Open now
11am – 12midnight (Today)
₹400 for two
+918817949992",https://www.zomato.com/gwalior/sweet-sins-shakes-desserts-city-center/info
Maddy’s Cafe,3.9,", , View Gallery",,₹700 for two people (approx.),"Maddy’s Cafe
3.9
9
Dining Ratings
3.9
231
Delivery Ratings
Cafe, Italian, Chinese, Sandwich, Rolls, Desserts, Shake, Beverages
G-002, Vasundhara Tower, Patel Nagar, Opposite Ethena Building, City Center, Gwalior
Closes in 57 minutes
11am – 10pm (Today)
₹700 for two
+917723951880",https://www.zomato.com/gwalior/maddys-cafe-city-center/info
Moti Mahal Delux,3.5,", , View Gallery",,"₹1,000 for two people (approx.)","Moti Mahal Delux
3.5
81
Dining Ratings
3.8
1,539
Delivery Ratings
North Indian, Mughlai, Chinese, Seafood, Biryani
Balwant Nagar, Near Bus Stand, City Center, Gwalior
Open now
12:30pm – 11:30pm (Today)
₹1,000 for two
+919294602902
+2 more",https://www.zomato.com/gwalior/moti-mahal-delux-city-center/info
Udupi's Kitchen,2.9,", , View Gallery",,₹250 for two people (approx.),"Udupi's Kitchen
2.9
7
Dining Ratings
4.2
10.4K
Delivery Ratings
South Indian, Biryani, Tea, Beverages
31-A, Vivekanand Nagar, University Road, City Center, Gwalior
Open now
12midnight – 2am, 9am – 12midnight (Today)
₹250 for two
+918019874354",https://www.zomato.com/gwalior/udupis-kitchen-city-center/info
WOW! Momo,3.7,", , ₹250 for two people (approx.)",,₹250 for two people (approx.),"WOW! Momo
3.7
12
Dining Ratings
3.9
1,198
Delivery Ratings
Momos, Chinese, Fast Food, Asian, Beverages
Stall T1, T2 & T3, 3rd Floor, DB Mall, Race Course Road, Opposite Railway Station, City Center, Gwalior
Open now
10am – 12midnight (Today)
₹250 for two
+917470600639",https://www.zomato.com/gwalior/wow-momo-city-center/info
Delhi Paranthe Wale,3.8,", , View Gallery",,₹400 for two people (approx.),"Delhi Paranthe Wale
3.8
384
Dining Ratings
4.0
4,012
Delivery Ratings
North Indian
Sarafa Bazaar, Bajrang Katra, Daulat Ganj, Naya Bazaar, Gwalior
Closes in 1 hour 56 minutes
2pm – 11pm (Today)
₹400 for two
+918962779000",https://www.zomato.com/gwalior/delhi-paranthe-wale-naya-bazaar/info
Cakes & More Restaurant,3.8,", , View Gallery",,₹400 for two people (approx.),"Cakes & More Restaurant
3.8
28
Dining Ratings
3.6
2,625
Delivery Ratings
Bakery, Sandwich, Fast Food, Chinese, North Indian, Street Food, Desserts, Beverages
Mahadik Ki Goth, Jinsi Nala 03, Lashkar, Gwalior
Closes in 1 hour 56 minutes
10:30am – 11pm (Today)
₹400 for two
+916262076464",https://www.zomato.com/gwalior/cakes-more-restaurant-lashkar/info
Hangout Cafe,4.2,", , View Gallery",,₹800 for two people (approx.),"Hangout Cafe
4.2
419
Dining Ratings
3.6
7,314
Delivery Ratings
Cafe, North Indian, Fast Food, Italian, Chinese, Pasta, Desserts, Beverages
Near Hero Showroom, City Center, Gwalior
Open now
11am – 11:30pm (Today)
₹800 for two
+917514922533
+1 more",https://www.zomato.com/gwalior/hangout-cafe-city-center/info
Swaad The Taste,4.0,", , View Gallery",,₹500 for two people (approx.),"Swaad The Taste
4.0
216
Dining Ratings
3.8
2,300
Delivery Ratings
North Indian, Chinese, Fast Food, South Indian, Street Food, Desserts, Beverages
2, Munshi Puri, Surya Mandit Tiraha, Morar, Gwalior
Closes in 1 hour 26 minutes
10:30am – 10:30pm (Today)
₹500 for two
+918718814546
+2 more",https://www.zomato.com/gwalior/swaad-the-taste-morar/info
Gurukripa Family Restaurant,3.9,", , View Gallery",,₹500 for two people (approx.),"Gurukripa Family Restaurant
3.9
6
Dining Ratings
4.0
23
Delivery Ratings
North Indian, South Indian, Chinese, Fast Food
Parmatma Chaya, Vivekanand Mark, Nayi Sadak, Lashkar, Gwalior
Temporarily closed for delivery, will be back soon!
₹500 for two
+919685717443",https://www.zomato.com/gwalior/gurukripa-family-restaurant-lashkar/info
Shri Ram Paties Corner,3.7,", , View Gallery",,₹250 for two people (approx.),"Shri Ram Paties Corner
3.7
37
Dining Ratings
-
0
Delivery Ratings
Fast Food, Sandwich, Beverages
Near Kali Mata Mandir, Lashkar, Gwalior
Closes in 1 hour 56 minutes
11am – 11pm (Today)
₹250 for two
+919131248315",https://www.zomato.com/gwalior/shri-ram-paties-corner-lashkar/info
Apsara Happy Hours,4.1,", , View Gallery",,₹700 for two people (approx.),"Apsara Happy Hours
4.1
51
Dining Ratings
4.1
352
Delivery Ratings
North Indian, Chinese, Fast Food, Beverages
Gust Ka Tajiya, Nayi Sadak, Shinde Ki Chhawani, Gwalior
Closes in 1 hour 56 minutes
12noon – 11pm (Today)
₹700 for two
+917514001338",https://www.zomato.com/gwalior/apsara-happy-hours-shinde-ki-chhawani/info
Shere Punjab Restaurant & Cafe,3.5,", , View Gallery",,₹400 for two people (approx.),"Shere Punjab Restaurant & Cafe
3.5
9
Dining Ratings
3.6
5,803
Delivery Ratings
North Indian, Chinese, Fast Food, Cafe, South Indian
Kailash Vihar, City Center, Gwalior
Closes in 1 hour 56 minutes
9:30am – 11pm (Today)
₹400 for two
+919340606139",https://www.zomato.com/gwalior/shere-punjab-restaurant-cafe-city-center/info
House Of K,4.2,", , View Gallery",,"₹1,000 for two people (approx.)","House Of K
4.2
16
Dining Ratings
3.5
289
Delivery Ratings
Biryani, Mughlai, North Indian, Rolls, Fast Food, Kebab
Ground Floor, Siddhi Vinayak Tower, Patel Nagar, City Center, Gwalior
Closes in 1 hour 56 minutes
12:30pm – 11pm (Today)
₹1,000 for two
+918989980344",https://www.zomato.com/gwalior/house-of-k-city-center/info
FNP Cakes N More,3.4,", , View Gallery",,₹300 for two people (approx.),"FNP Cakes N More
3.4
27
Dining Ratings
4.2
3,812
Delivery Ratings
Bakery, Desserts, Beverages, Cake
G 183, Patel Nagar, Green Garden Road, City Center, Gwalior
Closes in 56 minutes
9am – 10pm (Today)
₹300 for two
+917514026059",https://www.zomato.com/gwalior/fnp-cakes-n-more-city-center/info
Pizza & Burger Hub,3.7,", , View Gallery",,₹350 for two people (approx.),"Pizza & Burger Hub
3.7
24
Dining Ratings
3.6
3,953
Delivery Ratings
Pizza, Burger, Fast Food, Beverages
Rocky Pull, Lashkar, Gwalior
Closes in 1 hour 56 minutes
11am – 11pm (Today)
₹350 for two
+918279937301",https://www.zomato.com/gwalior/pizza-burger-hub-lashkar/info
Shri Ram Sweets And Snacks,4.1,", , View Gallery",,₹100 for two people (approx.),"Shri Ram Sweets And Snacks
4.1
26
Dining Ratings
4.0
462
Delivery Ratings
Street Food
13/14, Ground Floor, Sugandha Palace, Govindpuri, Near Police Chowki, City Center, Gwalior
Closed
Opens tomorrow at 8am
₹100 for two
+918982231379
+1 more",https://www.zomato.com/gwalior/shri-ram-sweets-and-snacks-city-center/info
The Royal Punjab,3.0,", , View Gallery",,₹700 for two people (approx.),"The Royal Punjab
3.0
40
Dining Ratings
3.5
2,023
Delivery Ratings
North Indian, South Indian, Chinese, Fast Food, Beverages
100, Saraswati Nagar, University Road, Near Silver Estate, City Center, Gwalior
Open now
11:45am – 11:45pm (Today)
₹700 for two
+917440940740",https://www.zomato.com/gwalior/the-royal-punjab-city-center/info
Bantu Dhaba And Family Restaurant,3.4,", , View Gallery",,₹300 for two people (approx.),"Bantu Dhaba And Family Restaurant
3.4
13
Dining Ratings
-
0
Delivery Ratings
North Indian
Near Baretha Toll, Deen Dayal Nagar, Gwalior
Open now
12noon – 11:30pm (Today)
₹300 for two
+917987074220",https://www.zomato.com/gwalior/bantu-dhaba-and-family-restaurant-deen-dayal-nagar/info
Rajasthani Bhojanalaya,3.4,", , View Gallery",,₹250 for two people (approx.),"Rajasthani Bhojanalaya
3.4
87
Dining Ratings
4.0
3,218
Delivery Ratings
Rajasthani, North Indian
1St Floor, Gast Ka Tazia, Sarafa Road, Opposite Jain Swarn Mandir, Lashkar, Gwalior
Closes in 1 hour 55 minutes
11am – 11pm (Today)
₹250 for two
+919827042589",https://www.zomato.com/gwalior/rajasthani-bhojanalaya-lashkar/info
Cook's Fast Food & Bakery,3.8,", , View Gallery",,₹500 for two people (approx.),"Cook's Fast Food & Bakery
3.8
480
Dining Ratings
4.0
20.4K
Delivery Ratings
Bakery, Pizza, Burger, Fast Food, Chinese, North Indian, Sandwich, Beverages
Near Patankar Bazar, Lashkar, Gwalior
Closes in 1 hour 25 minutes
11am – 10:30pm (Today)
₹500 for two
+917514071999",https://www.zomato.com/gwalior/cooks-fast-food-bakery-lashkar/info
Happiness,4.0,", , View Gallery",,₹400 for two people (approx.),"Happiness
4.0
732
Dining Ratings
4.3
28K
Delivery Ratings
North Indian, South Indian, Chinese, Street Food, Fast Food, Beverages
Sarafa Bazar, Lashkar, Gwalior
Closes in 1 hour 25 minutes
11am – 10:30pm (Today)
₹400 for two
+919407080777
+2 more",https://www.zomato.com/gwalior/happiness-lashkar/info
The Mansingh,4.1,", , View Gallery",,"₹1,000 for two people (approx.)","The Mansingh
4.1
124
Dining Ratings
3.9
271
Delivery Ratings
North Indian, Mughlai, Biryani, Beverages, Desserts
3rd Floor, DD City Mall, Lashkar, Gwalior
Closes in 1 hour 55 minutes
12noon – 11pm (Today)
₹1,000 for two
+917514019404
+1 more",https://www.zomato.com/gwalior/the-mansingh-lashkar/info
CloudX Cafe,-,", , View Gallery",,₹400 for two people (approx.),"CloudX Cafe
-
1
Dining Ratings
3.8
101
Delivery Ratings
Cafe, Coffee, Tea, Shake, Beverages, Chinese, Fast Food, Pizza
14-15, Govindpur, Oposite Monte Carlo Showroom, City Center, Gwalior
Open now
11:30am – 11:15pm (Today)
₹400 for two
+919993396109",https://www.zomato.com/gwalior/cloudx-cafe-8-city-center/info
