name,location,locality,city,cuisine,rating,votes,cost,main_cuisine
Amrita Pure Veg,"Baner, West Pune",West Pune,Pune,"North Indian,  Chinese,  South Indian,  Fast Food",4.4,31,600,North Indian
Thambbi,"Baner, West Pune",West Pune,Pune,"South Indian,  North Indian,  Chinese",4.2,53,500,South Indian
Oliva Veg,"Bavdhan, West Pune",West Pune,Pune,"North Indian,  Italian,  Chinese",4.2,50,800,North Indian
Casablanca Lounge Bar,"Pimpale Gurav, West Pune",West Pune,Pune,"North Indian,  Chinese,  Continental,  European",4.3,3,1000,North Indian
Onesta,"Mariplex Mall,Kalyani Nagar, East Pune",East Pune,Pune,"Italian,  Fast Food,  Pizza",4.3,37,700,Italian
Cafe Deja Vu,"Bavdhan, West Pune",West Pune,Pune,Fast Food,4.4,2,500,Fast Food
The Bar Tales,"Bavdhan, West Pune",West Pune,Pune,"North Indian,  American,  Chinese",4.4,27,1400,North Indian
Wada By Hotel Gavran Tadka,"Pashan, West Pune",West Pune,Pune,"North Indian,  Maharashtrian",3.7,16,700,North Indian
The Market,"The Westin Pune Koregaon Park,Koregaon Park, East Pune",East Pune,Pune,"North Indian,  European,  Asian",4.3,63,3000,North Indian
Baan Tao,"Hyatt Pune,Kalyani Nagar, East Pune",East Pune,Pune,"Chinese,  Thai,  Vietnamese,  Asian,  Malaysian",4.2,94,2500,Chinese
The FML Lounge,"Mulik Capital,Kalyani Nagar, East Pune",East Pune,Pune,"North Indian,  Chinese,  Continental,  Mughlai",4.0,237,1100,North Indian
Tales & Spirits,"Balewadi High Street,Baner, West Pune",West Pune,Pune,"Continental,  Italian,  European",4.4,518,1500,Continental
The Curious Kitchen and Bar,"Baner, West Pune",West Pune,Pune,"Italian,  Chinese,  North Indian",4.5,201,1600,Italian
The Bombay Bunglow,"Kalyani Nagar, East Pune",East Pune,Pune,"North Indian,  Italian,  Continental",3.3,11,900,North Indian
Highland,"Balewadi High Street,Baner, West Pune",West Pune,Pune,"North Indian,  Continental,  Chinese,  Finger Food",3.9,359,1500,North Indian
Gong,"Balewadi High Street,Baner, West Pune",West Pune,Pune,"Asian,  Thai,  Japanese",4.5,231,1500,Asian
The Wadapav Cafe,"Bavdhan, West Pune",West Pune,Pune,"Street Food,  Maharashtrian",4.0,8,300,Street Food
Elephant and Co.,"Kalyani Nagar, East Pune",East Pune,Pune,"Continental,  Fast Food",4.1,115,1500,Continental
Copa Cabana,"Wakad, West Pune",West Pune,Pune,"Multi-Cuisine,  North Indian,  Thai,  Mexican,  Japanese",4.3,290,1500,Multi-Cuisine
Pinxx,"Royal Orchid Central,Kalyani Nagar, East Pune",East Pune,Pune,"North Indian,  Chinese,  Continental",4.2,45,2000,North Indian
YOLO Gastro Lounge,"Spot 18 Mall,Pimple Saudagar, West Pune",West Pune,Pune,"Chinese,  Finger Food,  North Indian,  European,  Fast Food",4.1,257,1200,Chinese
Atithi,"Kalyani Nagar, East Pune",East Pune,Pune,"North Indian,  Chinese,  Continental,  Barbecue",3.6,6,1200,North Indian
Chakh Le Veg - Non Veg,"Shinde Complex,Bavdhan, West Pune",West Pune,Pune,"North Indian,  Chinese,  South Indian,  Street Food",4.1,17,600,North Indian
Eighty Eight,"Hyatt Pune,Kalyani Nagar, East Pune",East Pune,Pune,"Multi-Cuisine,  North Indian,  Italian,  Continental",3.6,89,2100,Multi-Cuisine
Cafe Peter,"Waman Ganesh Complex,Bavdhan, West Pune",West Pune,Pune,"Italian,  Japanese,  Korean,  Desserts,  Coffee,  Waffle",4.1,30,900,Italian
Senses,"Marriott Suites Pune,Koregaon Park, East Pune",East Pune,Pune,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.5,176,2000,Multi-Cuisine
Mother's Kitchen,"Wakad, West Pune",West Pune,Pune,"North Indian,  Chinese",5.0,2,1000,North Indian
ABs - Absolute Barbecues,"White Square Building,Hinjewadi, West Pune",West Pune,Pune,"North Indian,  Barbecue,  Seafood",4.4,640,1200,North Indian
Ice N Fire SkyLounge,"Baner, West Pune",West Pune,Pune,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican,  Fast Food",3.9,129,1500,Multi-Cuisine
Hotel Saudagar,"Pimple Saudagar, West Pune",West Pune,Pune,"North Indian,  Chinese,  Seafood",4.2,30,1200,North Indian
Hotel Al Zaika,"Wadgaon Sheri, East Pune",East Pune,Pune,"North Indian,  Chinese,  Fast Food",5.0,1,400,North Indian
La Pizzeria,"Balewadi High Street,Baner, West Pune",West Pune,Pune,"Italian,  Mexican",4.2,191,1400,Italian
Barbeque Ville,"Wakad, West Pune",West Pune,Pune,"North Indian,  Barbecue",4.3,502,1300,North Indian
"Namma Kitchen Canteen, Teerth Technospace","Baner, West Pune",West Pune,Pune,"South Indian,  North Indian,  Chinese",4.7,8,400,South Indian
Upsouth,"Bavdhan, West Pune",West Pune,Pune,"South Indian,  Fast Food",3.7,52,400,South Indian
Aha! Baangali,"Viman Nagar, East Pune",East Pune,Pune,"Bengali,  Seafood,  Desserts",4.9,5,700,Bengali
Daiwong,"Lunkad Garden,Viman Nagar, East Pune",East Pune,Pune,"Chinese,  Seafood,  Asian",3.9,2,1000,Chinese
Carnival Restaurant and Bar,"Koregaon Park, East Pune",East Pune,Pune,"North Indian,  Chinese,  Continental,  Seafood,  Desserts",4.3,313,2000,North Indian
Rangla Punjab,"Wakad, West Pune",West Pune,Pune,"North Indian,  Chinese,  Mughlai",3.7,33,1100,North Indian
Tatva,"Balewadi High Street,Baner, West Pune",West Pune,Pune,"North Indian,  Chinese,  Continental,  South Indian",4.2,327,1100,North Indian
Hooked,"Pimple Saudagar, West Pune",West Pune,Pune,"North Indian,  Seafood",3.7,23,1200,North Indian
Kasba,"Royal Orchid Golden Suites,Kalyani Nagar, East Pune",East Pune,Pune,"North Indian,  Chinese,  Continental",3.6,87,1300,North Indian
Chang's,"King Sport Home,Viman Nagar, East Pune",East Pune,Pune,"Chinese,  Asian",4.2,104,1000,Chinese
The 3 Musketeers,"Lunkad Skymax Mall,Viman Nagar, East Pune",East Pune,Pune,"Finger Food,  North Indian,  Chinese,  Continental,  Mexican",4.3,169,1700,Finger Food
Two Sticks,"Balewadi, West Pune",West Pune,Pune,"Chinese,  Thai,  Japanese,  Tibetan",4.6,18,900,Chinese
Khushboo,"Bibwewadi, South Pune",South Pune,Pune,"North Indian,  Chinese,  Fast Food",4.1,8,600,North Indian
Independence Brewing Company,"Zero One Complex,Mundhwa, East Pune",East Pune,Pune,"North Indian,  Italian,  Continental,  Fast Food",4.5,230,2000,North Indian
Coffee All Day,"Warje, South Pune",South Pune,Pune,"Fast Food,  Coffee,  Shakes",5.0,2,400,Fast Food
Kothrud Bowl Company,"Karve Nagar, West Pune",West Pune,Pune,"North Indian,  Chinese,  Continental",2.0,1,400,North Indian
Shiv Sagar,"Lunkad Sky Cruise,Viman Nagar, East Pune",East Pune,Pune,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  South Indian,  Fast Food,  Shakes",4.1,284,800,Multi-Cuisine
Pind Punjab,"Viman Nagar, East Pune",East Pune,Pune,"North Indian,  Chinese,  Mughlai",4.3,67,700,North Indian
Mother's Kitchen,"Balewadi, West Pune",West Pune,Pune,North Indian,4.1,10,1000,North Indian
The Mafia,"Viman Nagar, East Pune",East Pune,Pune,"North Indian,  Asian,  Italian,  Continental",3.8,172,1900,North Indian
Rollsz,"Pimple Saudagar, West Pune",West Pune,Pune,Fast Food,4.2,4,300,Fast Food
The Single Malt & Co,"Hyatt Regency Pune,Nagar Road, East Pune",East Pune,Pune,"Italian,  Finger Food",4.2,9,2000,Italian
18 Degrees Rooftop Resto Lounge,"Spot 18 Mall,Pimple Saudagar, West Pune",West Pune,Pune,"North Indian,  Chinese,  Mediterranean",3.8,482,2000,North Indian
Cafe Buddy's Espresso,"Konark Epitome,Viman Nagar, East Pune",East Pune,Pune,"Fast Food,  Coffee",4.4,32,600,Fast Food
Tanu's Kitchen,"Warje, South Pune",South Pune,Pune,"North Indian,  Maharashtrian",4.0,7,400,North Indian
Mekong Folks,"Viman Nagar, East Pune",East Pune,Pune,"Asian,  Chinese,  Sushi,  Cantonese",5.0,2,1800,Asian
Spice Factory,"Goodwill Landmark,Kharadi, East Pune",East Pune,Pune,"North Indian,  Finger Food",4.1,1683,1700,North Indian
Atmosphere 6,"Lunkad Skymax Mall,Viman Nagar, East Pune",East Pune,Pune,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,365,2200,Multi-Cuisine
Amritsari Zaika,"Warje, South Pune",South Pune,Pune,"North Indian,  Chinese,  Mughlai,  Street Food",3.7,50,600,North Indian
The Green Roof,"Parinay Complex,Sinhagad Road, South Pune",South Pune,Pune,"North Indian,  Chinese,  South Indian",4.3,233,1000,North Indian
Shizusan,"Phoenix Market City,Viman Nagar, East Pune",East Pune,Pune,"Asian,  Chinese,  Thai,  Japanese,  Vietnamese",4.3,207,2800,Asian
Angaar,"Bavdhan, West Pune",West Pune,Pune,Mughlai,5.0,1,300,Mughlai
Chai Shai - The Tea Cafe,"Shraddha Terrace,Viman Nagar, East Pune",East Pune,Pune,"Tea,  Fast Food",3.4,13,300,Tea
Signature Fine Dining Restaurant & Bar,"Turning Point,Viman Nagar, East Pune",East Pune,Pune,"North Indian,  Chinese,  Seafood,  Mughlai,  Malvani",4.6,66,1700,North Indian
Chopsticks Spice Malabar,"Gulmohar Regency,Viman Nagar, East Pune",East Pune,Pune,"North Indian,  Chinese,  Kerala",3.8,13,600,North Indian
Kelly's Cafe & All Day Dining,"Gulmohar Galaxy,Viman Nagar, East Pune",East Pune,Pune,"Continental,  Italian,  European,  Seafood,  Fast Food",4.3,11,1000,Continental
Bottoms Up,"Bhosari, West Pune",West Pune,Pune,"North Indian,  Chinese,  Continental",4.2,6,1000,North Indian
The Wadapav Cafe,"Balewadi, West Pune",West Pune,Pune,"Fast Food,  Maharashtrian",4.5,2,300,Fast Food
Chili’s American Grill and Bar,"Phoenix Market City,Viman Nagar, East Pune",East Pune,Pune,"Mexican,  American,  Desserts,  Health Food,  Tex Mex",4.4,414,1800,Mexican
Spice It,"Ibis Hotel,Nagar Road, East Pune",East Pune,Pune,"Continental,  European,  Seafood",3.3,9,1200,Continental
Punjab Grill,"Phoenix Market City,Viman Nagar, East Pune",East Pune,Pune,"North Indian,  Mughlai,  Street Food",4.0,142,2000,North Indian
Amara,"Mundhwa, East Pune",East Pune,Pune,"North Indian,  Chinese,  Fast Food",3.1,9,1100,North Indian
Raj Darbar,"Sinhagad Road, South Pune",South Pune,Pune,"North Indian,  Chinese,  Seafood,  Malvani",4.1,7,600,North Indian
The Crunch Affair,"Viman Nagar, East Pune",East Pune,Pune,"Fast Food,  Desserts",4.5,25,500,Fast Food
Upsouth,"Viman Nagar, East Pune",East Pune,Pune,"South Indian,  Fast Food",3.5,56,400,South Indian
Backstage,"Phoenix Market City,Viman Nagar, East Pune",East Pune,Pune,"North Indian,  Chinese,  Mughlai,  Seafood",3.9,62,1500,North Indian
Sandwich Express,"Viman Nagar, East Pune",East Pune,Pune,"Fast Food,  Juice",4.0,2,300,Fast Food
Bombay Chow,"Warje, South Pune",South Pune,Pune,"North Indian,  Continental,  Chinese,  Thai",2.5,2,800,North Indian
The Cult - Terra,"Magarpatta City, East Pune",East Pune,Pune,"Continental,  Asian,  North Indian,  Italian,  Seafood",3.9,112,1800,Continental
Swades Veg-Non Veg,"Viman Nagar, East Pune",East Pune,Pune,"North Indian,  Maharashtrian",4.3,5,800,North Indian
Upsouth,"Phoenix Market City,Viman Nagar, East Pune",East Pune,Pune,"South Indian,  Fast Food",3.8,48,400,South Indian
Cafe Freddo,"Sinhagad Road, South Pune",South Pune,Pune,"Fast Food,  Italian",3.8,5,600,Fast Food
Marrakesh,"Shiv Hari Complex,Viman Nagar, East Pune",East Pune,Pune,"North Indian,  Lebanese,  Mughlai,  Mediterranean,  Biryani",4.0,11,1000,North Indian
Green Court Resto N Bar,"Wanowrie, South Pune",South Pune,Pune,"North Indian,  Continental,  South Indian",3.5,32,1000,North Indian
Kimling,"Kondhwa, South Pune",South Pune,Pune,Chinese,3.6,19,800,Chinese
Bhairavi,"Wakad, West Pune",West Pune,Pune,Maharashtrian,4.1,12,800,Maharashtrian
Basilico,"Wadgaon Sheri, East Pune",East Pune,Pune,"North Indian,  Chinese,  South Indian,  Continental,  Fast Food",4.4,2,700,North Indian
The Eatery,"Four Points by Sheraton Hotel and Serviced Apartments,Nagar Road, East Pune",East Pune,Pune,"Italian,  Continental,  North Indian",4.0,170,1800,Italian
Knight Riders,"Mundhwa, East Pune",East Pune,Pune,"North Indian,  Chinese,  Continental",3.7,3,700,North Indian
Hotel Al Zaika,"Karve Nagar, West Pune",West Pune,Pune,"North Indian,  Chinese,  Biryani",1.0,2,400,North Indian
First Story Bar and Kitchen,"Viman Nagar, East Pune",East Pune,Pune,"Multi-Cuisine,  Fusion,  North Indian,  Continental,  Oriental",4.4,61,1200,Multi-Cuisine
Frangipani,"Ambrosia Resort and Spa,Bavdhan, West Pune",West Pune,Pune,"North Indian,  Seafood,  Chinese,  Continental",4.0,34,1500,North Indian
The Cult - House,"Magarpatta City, East Pune",East Pune,Pune,"Multi-Cuisine,  Italian,  Continental,  Seafood,  Asian,  Finger Food",4.1,15,1900,Multi-Cuisine
Namah,"Hotel Ambience Excellency,Wakad, West Pune",West Pune,Pune,"North Indian,  Chinese,  Continental",4.2,81,1500,North Indian
Upsouth,"Wanowrie, South Pune",South Pune,Pune,South Indian,3.6,56,400,South Indian
Fly Curry,"Pimple Saudagar, West Pune",West Pune,Pune,"North Indian,  Chinese",2.9,2,500,North Indian
Cafe Buddy's Espresso,"Wakad, West Pune",West Pune,Pune,"Fast Food,  Coffee",3.9,13,600,Fast Food
Cafe Peter,"Riddhi Siddhi Heights,Wakad, West Pune",West Pune,Pune,"Italian,  Japanese,  Korean,  Desserts,  Coffee,  Waffle",4.3,58,900,Italian
Global Punjab,"Riddhi Siddhi Heights,Wakad, West Pune",West Pune,Pune,"North Indian,  Chinese,  Mughlai",3.8,95,1200,North Indian
Bird Valley,"Wakad, West Pune",West Pune,Pune,"North Indian,  Chinese,  Continental",4.2,153,1500,North Indian
Swiss Bakes,"Wanowrie, South Pune",South Pune,Pune,"Bakery and Confectionary,  Desserts,  Fast Food",4.2,66,400,Bakery and Confectionary
ABs - Absolute Barbecues,"Chinchwad, West Pune",West Pune,Pune,"North Indian,  Barbecue,  Seafood",4.4,241,1200,North Indian
Largo Pizzeria,"Salunkhe Vihar, South Pune",South Pune,Pune,"Pizza,  Italian",4.5,42,900,Pizza
Largo Pizzeria,"Wakad, West Pune",West Pune,Pune,"Pizza,  Italian",4.3,46,900,Pizza
Aha! Baangali,"Wakad, West Pune",West Pune,Pune,"Bengali,  Seafood",4.5,17,700,Bengali
The Village,"Bramha Majestic Cooperative Housing Society,Kondhwa, South Pune",South Pune,Pune,"North Indian,  Chinese,  Continental",3.9,41,1000,North Indian
The Barkhana,"Commercia Mall,Wakad, West Pune",West Pune,Pune,"Multi-Cuisine,  North Indian,  Italian,  Chinese",4.4,334,1600,Multi-Cuisine
Lotus Court Restobar,"Pimpri, West Pune",West Pune,Pune,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood",3.9,70,1500,Multi-Cuisine
Punjabi Chef,"Mundhwa, East Pune",East Pune,Pune,North Indian,1.0,3,500,North Indian
ABs - Absolute Barbecues,"Seasons Mall,Magarpatta City, East Pune",East Pune,Pune,"North Indian,  Barbecue,  Seafood",4.4,587,1200,North Indian
Circle Of Crust,"Kondhwa, South Pune",South Pune,Pune,"Italian,  Pizza",3.9,15,900,Italian
Khushboo,"Dhankawdi, South Pune",South Pune,Pune,"North Indian,  Chinese,  South Indian",3.0,3,700,North Indian
Al Saba Mac Mino Way,"Kondhwa, South Pune",South Pune,Pune,"Fast Food,  Pizza",3.6,8,600,Fast Food
Fat Cat's Cafe,"Wanowrie, South Pune",South Pune,Pune,"Fast Food,  Coffee,  Desserts",4.4,3,600,Fast Food
Circle Of Crust,"Hadapsar, East Pune",East Pune,Pune,"Italian,  Pizza",5.0,2,900,Italian
Char Bar,"Echoing Green,Wakad, West Pune",West Pune,Pune,"Continental,  Mexican,  Lebanese,  Italian,  Asian",4.5,2,1700,Continental
Upsouth,"Wakad, West Pune",West Pune,Pune,"South Indian,  Fast Food",3.8,128,400,South Indian
Pizzaronee,"Kondhwa, South Pune",South Pune,Pune,"Fast Food,  Pizza,  Italian",3.3,4,800,Fast Food
Daisy Dozen by AK,"Kharadi, East Pune",East Pune,Pune,"Bakery and Confectionary,  Desserts,  Fast Food",5.0,1,300,Bakery and Confectionary
Dakshinayam,"Hadapsar, East Pune",East Pune,Pune,"North Indian,  South Indian",5.0,1,700,North Indian
Drunken Monkey,"Seasons Mall,Magarpatta City, East Pune",East Pune,Pune,"Shakes,  Juice",4.6,14,600,Shakes
Girija Veg,"Lohegaon, East Pune",East Pune,Pune,"North Indian,  Maharashtrian,  Chinese,  South Indian,  Fast Food",4.2,46,800,North Indian
Aswad Gomantak,"Echoing Green,Wakad, West Pune",West Pune,Pune,"North Indian,  Seafood,  Konkani",4.1,19,700,North Indian
Chinese Dragon,"Seasons Mall,Magarpatta City, East Pune",East Pune,Pune,Chinese,4.3,3,600,Chinese
Bottle Baash,"The Elite Suites Hotel,Viman Nagar, East Pune",East Pune,Pune,"North Indian,  Finger Food,  Italian,  Asian",1.0,1,1500,North Indian
Cafe Buddy's Espresso,"Salunkhe Vihar, South Pune",South Pune,Pune,"Fast Food,  Coffee",3.5,12,600,Fast Food
The Mocktail Den,"Patang Plaza,Katraj, South Pune",South Pune,Pune,"Fast Food,  Pizza,  Burger",3.7,6,200,Fast Food
Backstage,"Kharadi, East Pune",East Pune,Pune,"North Indian,  Chinese,  Mughlai,  Seafood",3.9,11,1500,North Indian
Mountain High,"Wanowrie, South Pune",South Pune,Pune,"North Indian,  Chinese",4.4,93,1600,North Indian
The Royal's Multicuisine Restaurant,"Dhanori, East Pune",East Pune,Pune,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Oriental",2.6,41,1000,Multi-Cuisine
Aha! Baangali,"Kharadi, East Pune",East Pune,Pune,"Bengali,  Seafood",4.2,14,700,Bengali
Bliss Bakery,"Narayan Tower,Salunkhe Vihar, South Pune",South Pune,Pune,"Desserts,  Bakery and Confectionary",3.5,2,300,Desserts
Swiss Bakes,"Destination Center,Magarpatta City, East Pune",East Pune,Pune,"Bakery and Confectionary,  Desserts",4.0,27,400,Bakery and Confectionary
Taco Bell,"Seasons Mall,Magarpatta City, East Pune",East Pune,Pune,"Mexican,  Fast Food",3.9,41,500,Mexican
Satguru's Punjabi Rasoi,"Destination Center,Magarpatta City, East Pune",East Pune,Pune,"North Indian,  Chinese",4.2,43,800,North Indian
Latitude 18.5,"Hinjewadi, West Pune",West Pune,Pune,"North Indian,  Continental",4.1,172,1000,North Indian
Squisito,"Kondhwa, South Pune",South Pune,Pune,"Italian,  Mexican",4.4,79,1600,Italian
Kava Kitchen & Bar,"Fairfield by Marriott Pune Kharadi,Kharadi, East Pune",East Pune,Pune,"Multi-Cuisine,  North Indian,  Continental,  Asian",3.9,63,2200,Multi-Cuisine
Ambarsariyaa Authentic Amritsari,"Kharadi, East Pune",East Pune,Pune,"North Indian,  Mughlai",4.5,109,1000,North Indian
Apna Punjab,"Magarpatta City, East Pune",East Pune,Pune,"North Indian,  Chinese",4.1,17,600,North Indian
Talli Master Resto & Lounge Bar,"Wakad, West Pune",West Pune,Pune,"Multi-Cuisine,  North Indian,  Oriental",3.9,16,1200,Multi-Cuisine
Onesta,"Amanora Town Centre Mall,Hadapsar, East Pune",East Pune,Pune,"Italian,  Fast Food,  Pizza",4.4,42,700,Italian
Kimchi,"Kharadi, East Pune",East Pune,Pune,"Thai,  Chinese,  Asian",3.5,16,700,Thai
The FML Lounge,"Clover Hills Plaza,NIBM Road, South Pune",South Pune,Pune,"North Indian,  Chinese,  Continental,  Mughlai",4.1,118,1100,North Indian
Coffee All Day,"Shoppers Orbit,Vishrantwadi, East Pune",East Pune,Pune,"Fast Food,  Coffee,  Shakes",1.0,1,400,Fast Food
Teritree,"Hadapsar, East Pune",East Pune,Pune,"North Indian,  Chinese,  Continental",4.0,85,2000,North Indian
Turque,"Sayaji Hotel,Wakad, West Pune",West Pune,Pune,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Mediterranean",4.7,40,1500,Multi-Cuisine
Grub Jars,"Nine Hills Plaza,NIBM Road, South Pune",South Pune,Pune,"Fast Food,  Health Food",4.3,28,800,Fast Food
Savlahari Mastani and Pot Ice Cream,"Hadapsar, East Pune",East Pune,Pune,"Desserts,  Ice Cream",4.5,5,300,Desserts
Madhuban Family Restaurant & Bar,"Hinjewadi, West Pune",West Pune,Pune,"North Indian,  Chinese",4.0,23,1500,North Indian
The Break Room,"Clover Hills Plaza,NIBM Road, South Pune",South Pune,Pune,"North Indian,  Continental,  Fast Food",4.1,319,1600,North Indian
Cafe Rova,"Kharadi, East Pune",East Pune,Pune,"Fast Food,  North Indian,  Italian",3.7,10,600,Fast Food
Levitate,"Clover Hills Plaza,NIBM Road, South Pune",South Pune,Pune,"North Indian,  Continental,  Asian",4.0,65,1000,North Indian
Chula,"Narayan Tower,Salunkhe Vihar, South Pune",South Pune,Pune,"North Indian,  Chinese",2.3,2,600,North Indian
Satguru's Punjabi Rasoi,"Kharadi, East Pune",East Pune,Pune,"North Indian,  Chinese",4.0,10,800,North Indian
Tasty Punjab,"Magarpatta City, East Pune",East Pune,Pune,"North Indian,  Chinese",2.9,8,800,North Indian
Global Punjab,"Destination Centre1,Sinhagad Road, South Pune",South Pune,Pune,"North Indian,  Chinese,  Mughlai",4.3,76,1200,North Indian
The FML Lounge,"Hinjewadi, West Pune",West Pune,Pune,"North Indian,  Chinese,  Continental,  Mughlai",4.0,385,1100,North Indian
Seven Treats family Restaurant & Bar,"Mundhwa, East Pune",East Pune,Pune,"North Indian,  Chinese,  Seafood",4.4,38,1000,North Indian
Pokket Cafe,"Chinchwad, West Pune",West Pune,Pune,"Fast Food,  Tea",4.0,8,400,Fast Food
Ignite,"Courtyard by Marriott,Hinjewadi, West Pune",West Pune,Pune,"Multi-Cuisine,  Continental,  Mediterranean,  American,  Seafood",4.3,40,3000,Multi-Cuisine
Madeline,"Hadapsar, East Pune",East Pune,Pune,"Desserts,  Fast Food",4.0,3,900,Desserts
Sukoon Village,"Hadapsar, East Pune",East Pune,Pune,"North Indian,  Chinese,  Seafood",4.0,242,1500,North Indian
The Clover Bar and Kitchen,"Chinchwad, West Pune",West Pune,Pune,"North Indian,  Chinese,  Italian",4.1,94,1200,North Indian
